1.133,-2.6484,6.9894
0.77419,-3.2429,7.2648
0.51702,-3.5806,7.7935
0.26061,-3.7545,8.3005
0.040266,-4.0254,9.6928
-0.55909,-4.1301,10.904
-1.7235,-4.0105,10.338
-2.7824,-3.7522,9.9536
-3.2698,-3.2683,9.6319
-2.1792,-2.442,9.3623
-0.32378,-1.8611,8.7773
1.3194,-1.8524,7.989
2.2811,-1.9982,7.4985
2.1524,-2.5975,7.5537
0.16451,-3.4756,7.3066
-1.9388,-4.1905,6.555
-3.0513,-3.9275,7.424
-4.0389,-2.4768,9.8073
-5.1821,-1.3996,13.424
-7.4246,-1.9912,15.435
-5.2672,-1.1456,13.497
-1.888,1.3539,13.335
-2.3383,2.8873,12.814
-1.9696,3.5542,11.719
-0.29144,2.9728,12.174
-1.2321,1.6475,14.077
-3.2744,1.2589,14.038
-4.6526,1.3472,12.306
-5.1593,0.68617,11.709
-5.8307,-0.91355,12.86
-5.7431,-2.2591,14.72
-4.636,-3.3949,17.309
-2.7489,-3.5627,20.173
-0.92163,-1.6997,21.881
0.91175,-1.1059,21.9
2.8917,-2.4476,20.309
4.0057,-4.298,17.761
3.6467,-6.7105,15.093
2.7133,-8.2137,14.354
1.6568,-9.178,13.302
0.66462,-9.2183,11.887
0.3341,-8.3546,11.018
1.5223,-7.4591,10.263
3.7502,-6.5917,10.056
4.6403,-5.9868,9.4046
4.5399,-5.4756,8.0955
4.0435,-5.347,6.5336
3.1689,-5.4038,4.9869
2.3089,-5.315,3.6436
1.2968,-4.8318,2.5952
1.0911,-4.2757,2.0709
1.3608,-3.7587,1.7922
1.8196,-2.979,1.91
2.3248,-2.1078,2.0093
2.9953,-1.2358,2.1733
3.5611,-1.5246,2.2115
3.7043,-1.971,2.35
3.1924,-1.8924,3.0162
2.6856,-1.8988,4.0028
2.0852,-2.1738,5.6139
1.8097,-2.0157,7.7379
1.2689,-1.5376,9.7964
1.364,-0.98345,11.917
1.7993,-1.6972,13.179
1.7003,-2.1513,12.617
0.78407,-1.3099,14.95
0.55205,-1.1709,15.928
0.97357,-2.4095,17.362
1.866,-4.2149,18.151
1.768,-2.78,18.284
1.3743,-0.33156,17.546
1.8605,-0.77494,16.893
2.5179,-0.69007,16.024
2.7966,-0.97986,14.839
3.0986,-1.6788,13.388
2.9567,-1.7838,11.773
2.7543,-1.6359,10.502
2.4732,-1.612,9.7617
1.8775,-1.4598,9.3704
0.61492,-0.48319,9.1542
-0.68572,0.20927,9.1644
-1.5536,0.67749,9.0837
-2.1419,1.109,8.8009
-2.2646,1.302,8.2678
-2.02,1.1652,7.4424
-1.7548,0.82,6.2763
-1.5807,0.36584,4.8328
-1.277,-0.06257,3.3018
-0.92328,0.099244,2.3778
-0.80727,0.70279,2.585
-0.56807,1.4675,3.3119
-0.3826,2.2344,4.3091
-0.28171,2.7764,5.073
-0.30057,2.8577,5.5282
-0.2404,2.8344,5.7313
-0.40476,3.0668,5.5126
-0.77374,2.9863,5.2535
-1.0364,2.4461,5.2529
-1.1863,2.1482,5.5443
-1.3544,2.0162,6.2706
-1.1707,1.1129,7.2523
-0.15822,-1.2069,8.4764
0.72479,-2.7396,9.1888
1.5831,-3.6484,8.8643
2.2738,-6.0643,10.588
2.845,-6.4719,13.57
3.7183,-6.9635,15.775
3.314,-6.6745,18.142
1.9045,-4.1624,18.699
-0.059127,-2.247,17.702
-1.5011,-1.8127,17.003
-1.9645,-2.0512,16.407
-2.2399,-3.1228,14.356
-2.5392,-4.4258,11.645
-2.5278,-5.1161,9.2928
-1.9693,-4.9066,7.3253
-1.1905,-4.438,6.4977
-0.050295,-3.8599,6.2568
1.3292,-3.2051,7.2545
2.5685,-2.5101,8.8289
2.4809,-1.9702,9.4693
1.5536,-1.7708,8.943
0.51119,-1.956,7.8061
-0.39623,-2.376,6.5023
-0.97807,-2.8547,5.1854
-1.161,-3.0721,3.9766
-1.0336,-2.9677,3.2945
-0.80009,-2.7339,3.1372
-0.26076,-2.3119,3.6319
0.45281,-1.9976,4.3886
1.0083,-1.7307,4.8956
1.7051,-1.6244,5.1403
2.1244,-1.8066,5.2979
2.1028,-2.0665,5.3569
1.7898,-2.3821,5.5166
1.5616,-3.0854,6.0986
1.5482,-4.2703,7.5744
1.7232,-4.6508,10.213
1.7427,-4.0766,13.988
1.6815,-2.8469,18.728
1.8611,-2.1223,22.919
3.1688,-3.6261,24.639
4.6228,-4.8731,24.534
3.5333,-1.3717,23.263
2.3295,-0.90891,21.465
1.4036,-1.6855,20.152
-0.20028,-0.86206,19.207
-1.4479,-0.44023,18.195
-1.7532,0.066911,16.857
-1.5592,0.65234,14.952
-1.2697,1.2478,12.718
-0.82179,1.6609,10.622
-0.33201,1.6786,9.0517
0.045655,1.6231,7.862
0.144,1.3259,6.6703
0.10673,1.0209,5.4081
-0.078437,0.79185,4.279
-0.31719,0.82928,3.4677
-0.41045,1.049,3.0736
-0.33575,1.3101,3.0022
-0.28201,1.68,3.0812
-0.16526,2.062,3.2265
0.058678,2.4152,3.4993
0.46523,2.8165,3.8171
0.78991,2.8293,4.1196
0.90232,2.7891,4.2013
0.95861,2.555,4.0979
0.76431,2.1612,3.8058
0.58873,1.7626,3.4616
0.5769,1.2845,3.3309
0.77464,0.71401,3.5467
1.059,0.05284,4.2416
1.1737,-1.1977,5.2331
1.1983,-3.0857,6.2417
0.95337,-4.2809,7.1562
0.73303,-4.9836,8.5469
0.58603,-5.3005,11.25
0.75967,-4.8225,14.426
1.5006,-5.1054,17.352
1.9018,-4.3509,19.644
0.95516,-2.6895,20.737
-0.10314,-1.947,20.881
-0.53409,-2.5269,20.389
-0.79934,-3.4117,18.851
-0.91265,-3.9259,16.785
-0.80173,-4.1319,14.641
-0.57645,-4.2601,12.515
-0.30207,-4.2335,10.538
-0.12544,-4.2497,8.6456
-0.27079,-4.1569,6.9117
-0.35701,-4.0272,5.6081
-0.31689,-3.9642,5.02
-0.035177,-3.7358,4.9379
0.081281,-3.168,4.9098
-0.025597,-2.6841,4.7013
-0.3582,-2.6713,4.4658
-0.80293,-2.461,4.2157
-1.1376,-2.3313,4.0287
-1.1993,-2.2604,3.8674
-0.84948,-2.2402,3.6115
-0.35267,-2.2546,3.3059
0.19609,-2.1263,3.1632
0.81251,-2.0269,3.3208
1.3958,-1.966,3.76
1.7362,-2.0494,4.4249
1.9162,-2.1248,5.4791
2.0344,-2.2048,6.8704
2.0995,-2.3976,8.7417
2.2884,-3.0125,11.01
2.7236,-4.0281,13.134
2.6086,-4.3708,15.022
1.9287,-4.0953,16.665
1.8473,-4.0314,18.268
2.9932,-5.5479,18.635
4.6686,-6.7652,18.005
4.2013,-3.9988,17.11
3.0469,-2.4518,16.152
2.6167,-2.3971,15.556
1.7485,-0.9357,15.653
1.1921,0.21585,16.026
1.162,0.69051,16.127
0.81027,1.1772,15.457
0.24474,1.7177,14.15
-0.18636,1.9603,12.448
-0.37647,2.0332,10.74
-0.34129,1.9296,9.2193
-0.33755,1.6963,8.0296
-0.25208,1.4539,7.3389
-0.13861,1.4285,7.0536
0.008682,1.7555,7.1521
0.25552,2.0223,7.284
0.46344,2.2349,7.175
0.67525,2.2919,6.7049
0.69007,2.032,5.9488
0.41838,1.7647,5.152
-0.001048,1.5038,4.4766
-0.51074,1.1593,3.9323
-0.90068,1.0381,3.7117
-1.0296,1.1135,3.8946
-0.7935,1.3039,4.4243
-0.39608,1.6626,5.2433
-0.13008,1.8153,6.1336
0.25432,1.4761,6.9478
0.56448,0.23142,7.5403
0.60893,-1.6832,7.745
0.42362,-3.2927,7.6874
0.14939,-3.6253,8.1312
0.30207,-3.8368,9.9374
1.014,-3.3678,12.726
2.1197,-3.0257,15.469
3.4725,-3.6976,17.563
3.6304,-3.2885,17.998
2.0094,-2.0371,16.753
0.40641,-2.2919,15.064
-0.65668,-3.0956,13.604
-1.3496,-3.6427,12.683
-1.3774,-3.7186,12.358
-1.2039,-3.13,12.516
-0.8682,-2.7115,12.561
-0.61777,-2.3998,12.325
