-0.087269,-3.2631,9.0608
-0.035626,-3.2453,8.9433
0.054786,-3.2932,8.911
0.11736,-3.3782,8.9435
0.092208,-3.3881,8.9532
0.034578,-3.2908,8.9917
-0.006437,-3.142,9.0518
-0.068857,-3.0529,9.077
-0.099393,-3.095,9.0611
-0.090412,-3.1936,8.9936
-0.073946,-3.2734,8.9455
-0.036674,-3.3219,8.9285
0.003143,-3.3252,8.9252
0.01437,-3.3035,8.9457
0.012574,-3.2982,9.0315
0.011825,-3.2836,9.1147
0.011376,-3.2348,9.1981
-0.02395,-3.2161,9.2479
-0.053888,-3.2249,9.1686
-0.10149,-3.2659,9.0189
-0.14175,-3.2726,8.8493
-0.15717,-3.2695,8.7345
-0.12993,-3.3054,8.728
-0.049846,-3.34,8.7909
0.029638,-3.3634,8.8801
0.080233,-3.394,8.9312
0.1431,-3.4113,8.9442
0.17454,-3.4072,8.9436
0.18277,-3.4214,8.964
0.2184,-3.3738,8.9943
0.2663,-3.3322,8.9903
0.29519,-3.3464,8.9948
0.32348,-3.4159,8.9708
0.34234,-3.4574,8.947
0.35641,-3.4295,8.964
0.37781,-3.3425,8.9849
0.39817,-3.2752,8.9828
0.41389,-3.2553,8.9966
0.43065,-3.2572,9.0258
0.44293,-3.2849,9.0244
0.43829,-3.3005,8.9605
0.40012,-3.2777,8.8147
0.34249,-3.2897,8.6827
0.35865,-3.3152,8.5836
0.36973,-3.3988,8.5779
0.38769,-3.4831,8.63
0.46224,-3.481,8.6797
0.51852,-3.4876,8.7544
0.50535,-3.531,8.8256
0.46718,-3.5536,8.8273
0.45131,-3.5362,8.7557
0.41254,-3.5792,8.7477
0.435,-3.607,8.711
0.40596,-3.6307,8.6963
0.37377,-3.6545,8.7011
0.37467,-3.663,8.7602
0.36344,-3.6633,8.8222
0.34728,-3.6729,8.8783
0.31315,-3.7325,8.9695
0.29384,-3.7748,9.0622
0.32348,-3.7518,9.1644
0.36,-3.7052,9.297
0.38335,-3.7177,9.4518
0.41284,-3.7765,9.6353
0.47766,-3.8659,9.8578
0.6001,-3.9305,10.081
0.71881,-3.9947,10.38
0.82224,-4.0962,10.716
0.90113,-4.0147,10.91
0.92044,-3.832,10.954
0.64246,-3.7383,10.731
0.49128,-3.6428,10.261
0.30971,-3.5795,9.788
0.11511,-3.6003,9.4184
0.039668,-3.6611,9.2099
-0.025297,-3.7852,9.0963
-0.033231,-3.9332,9.1107
0.074994,-4.0407,9.3181
0.29085,-4.1362,9.6073
0.48544,-4.2031,9.9154
0.57376,-4.1739,10.113
0.59456,-4.1124,10.265
0.6971,-3.9932,10.416
0.72764,-3.8927,10.549
0.55011,-3.9356,10.732
0.34024,-3.9742,10.992
0.26181,-3.8626,11.316
0.30357,-3.6886,11.875
0.45371,-3.4078,12.57
0.68842,-3.0275,13.228
0.82314,-2.6181,13.694
0.83826,-2.2233,13.879
0.7682,-1.8772,13.83
0.76266,-1.5315,13.435
0.75488,-1.1754,12.696
0.73796,-0.94678,11.699
0.68991,-0.98645,10.586
0.64531,-1.2587,9.6093
0.75563,-1.6202,9.021
1.0363,-1.9237,8.7559
1.227,-2.147,8.604
1.2762,-2.2467,8.3201
1.2969,-2.282,8.0934
1.3238,-2.228,7.888
1.361,-2.035,7.6639
1.387,-1.8244,7.4413
1.4039,-1.7082,7.2355
1.4363,-1.6924,7.0502
1.4466,-1.7015,6.8888
1.4214,-1.6756,6.6617
1.3753,-1.5955,6.361
1.2939,-1.5181,6.038
1.2378,-1.4611,5.7323
1.1519,-1.417,5.377
1.0556,-1.3918,5.0831
0.95891,-1.4161,4.8951
0.83766,-1.4747,4.7888
0.80398,-1.4723,4.7296
0.80293,-1.4662,4.7507
0.76251,-1.5219,4.8546
0.71955,-1.6873,5.0553
0.70204,-1.8913,5.3259
0.74889,-2.072,5.6112
0.75683,-2.3338,5.9316
0.72315,-2.6191,6.1862
0.70908,-2.8634,6.4231
0.66746,-3.1304,6.7204
0.59486,-3.4211,7.074
0.4588,-3.6795,7.4837
0.15927,-3.9296,7.9224
-0.2169,-4.0967,8.319
